ko,en
저는 상사와 부딪히고 싶지 않아요.,I don't want to have a confrontation with my boss.
리스트의 상품들은 아래의 주소정보로 보내주세요.,Please send the list of products to the address below.
기용이에게 집으로 전화 달라고 전해 주세요.,Please tell Kyoung to call home.
나는 도시 사람이라 큰 아파트가 좋아.,I like big apartments because I am a city person.
"그렇지만 여자들은 참 이상한 게, 말로는 괜찮다고 하면서 속으로는 조금 속상한 마음이 있어.","But women have a strange mind, thinking that it's okay to say so."
내 친구들이 당신 얼굴을 보고 싶대요.,My friends want to see your face.
OK 버튼을 한 번 더 누르면 프로세스가 완료됩니다.,The process will be completed if you press the OK button one more time.
"당신을 제외하고, 누가 이것을 사용하나요?","Out of you, who uses this?"
"우선 너네는 앞으로 매뉴얼, 박스 등 어떤 부분을 OEM 사양으로 진행할 것인지 정리하여 알려주길 바랍니다.","Firstly, please organize and let us know which parts of the manual, box and so on as OEM specifications."
당신은 가족 규모가 큰 편인가요?,Do you have a big family?
인간의 행동은 여러 가지에 의해 영향을 받습니다.,People's behavior is influenced by many things.
A 몰은 고객님의 구매금액에 따라 다양한 무료선물을 준비하고 있습니다.,The mall A is preparing various free gifts according to your purchase amount.
말을 듣는 사람에게 초점이 맞춰진 기능을 명령적 기능이라고 합니다.,They say that the function of focusing on the person who is speaking is a commandal function.
나는 다음 달에 다시 캐나다로 가기 때문에 인사를 드리러 가.,I am going to Canada again next month to say hello.
만약 내 머리가 다른 지렁이 몸통에 부딪치면 난 죽고 다른 지렁이의 먹이가 돼.,"If my head hits the body of another lichen, I die and become a feeder of the other lichen."
나와 내 가족들은 종일 제사 음식을 만들었다.,My family and I cooked the sacrifice food all day long.
나는 잠을 자느라 메시지 확인을 못 했어.,I couldn't check the message because I was sleeping.
그는 알을 품고 있습니다.,He is holding a lump.
당신 어머니는 한국어 잘하세요?,Are your mother good at Korean?
저는 뉴욕 사람들이 너무 보고 싶어져서 추석이 미워요.,I miss New York people so much that I hate Chuseok.
바오밥 나무 펄프 추출물이 함유되어 쳐진 피부를 탄력있게 가꾸어줍니다.,"It contains coconut palm oil peptide extract, which keeps moist and elastic skin."
인구수가 적은 부족이므로 각자의 역할이 큽니다.,"The population is small, so each of us plays a big role."
"거짓 없이 진실하게, 마음을 다하는 신입사원이 되겠습니다.","I will be a new employee who will do my best, honestly and sincerely."
덕분에 일제에 의해 탄압받은 독립운동가들의 이야기를 듣고 서대문형무소의 역사를 들을 수 있었습니다.,"With your help, I could hear the story of the independence movements of the Japanese and Koreans and the history of the Korean War Museum."
상황을 확인해 주시겠습니까?,Could you check the situation?
같은 옷을 입고 서 있는 것을 생각해봐요.,Think about people standing in the same clothes.
내가 그냥 택시 타고 리조트로 갈게.,I will just take a taxi to the resort.
나는 하루에 세 번 요리를 합니다.,I cook three times a day.
나는 죽기 전에 이 분야에서 성공적인 전문가로 성장하고 싶어.,I want to be a successful expert in this field before I die.
Sundar Pichai님 그리고 John Lee 님 만나 뵙게 되어 영광입니다.,It's an honor to meet Sundar Pichai and John Lee.
그날 학교에서 대회를 나가게 되어 일본을 못 가게 되었습니다.,"This day, I couldn't go to Japan because I had to participate in a competition at school."
소셜네트워크의 제일 중요한 이유 중 하나는 무엇보다 빠르고 편리함입니다.,The most important reason for social networks is speed and convenience.
그런 행동은 어린아이들이나 하는 것 입니다.,This kind of behavior is done by little children.
거래 취소 요청을 보내 드리겠습니다.,We will send you the cancellation request.
"당신도 함께 가면 좋을 텐데 그 행사는 언제, 어디서 하는데요?","You should go together, and when and where do you have the event?"
"저는 일본에서 2년 공부하고, 이제 항공 운항 즉 조종을 공부하기 위해 Arizona로 유학 준비 중이에요.",I studied in Japan for 2 years and now I am preparing to study aviation in Arizona.
그는 자기 신용카드로 자전거를 빌렸습니다.,He borrowed a bicycle with his credit card.
나는 혼자 우주 다큐멘터리와 우주 책을 보며 우주에 관련된 지식을 얻는 것에 만족해요.,I'm satisfied to get knowledge about space by watching space documentaries and books.
"3,000개에 맞춰서 견적 부탁드립니다.","Please give me a quotation for 3,000 units."
우리는 그곳에서 과자도 먹고 이야기하고 노래도 부르고 사진도 찍었습니다.,We ate snacks and sang songs and took pictures there.
그 말은 반드시 듣는 사람에게 무엇인가를 행동하도록 요구해요.,The word must require the listener to do something.
오늘따라 잠이 진짜 안 오네.,"This morning, I can't fall asleep."
당신은 공항에서 통역가를 픽업 할 수 있습니다.,You can pick up a translator at the airport.
오랜만에 영국 집에 갔으니 아이들 잘 챙기고 테일러 가족들이랑 네 친척들이랑 즐겁게 지내.,"With a long trip to England, take care of the children and have fun with your family and your relatives."
그 상인들에게서 무슨 반응이라도 있었습니까?,How did the merchants react?
오늘하고 내일도 못 갈 거 같아요.,I think I can't go today and tomorrow.
사실 어제는 기분이 좀 그랬어요.,"Actually, I felt like that yesterday."
내가 Prae한테 내일 다시 말할께.,I will tell Prae again tomorrow.
더욱 적절한 도시재생정책과 도시 성장관리를 위해서는 쇠퇴 요인들까지 함께 고려하는 것이 중요합니다.,"With more appropriate urban restructuring policies and management of urban growth, it is important to consider the decline factors as well."
이 식당은 가마솥 밥과 해물 된장찌개 반상이 유명합니다.,This restaurant is famous for its pot-cooked rice and seafood pork brisket stew.
저는 그 프로젝트에 참여 중입니다.,I'm participating in the project.
왜 너와 나의 배송료는 차이가 있니?,Why is there a difference between your and my shipping fee?
수세미 부분에 미세한 입자 들이 눈에 보이지 않는 때까지 씻어 줄 것입니다.,The fine particles in the soap will be washed until they are not visible to the eyes.
우리 내일 점심같이 먹는 건 어때?,How about having lunch tomorrow?
나는 지금 한의원에 치료받는 중이에요.,I'm in a Korean sanatorium now.
오언은 학교에서 잘 지냅니다.,Connie is doing well at school.
저는 은행과 금융기관을 대상으로 자바 개발자로 보안관제 솔루션 프로젝트에 참여하였습니다.,I participated in the security control solution project for banks and financial institutions as a Java developer.
그렇기 때문에 저는 이 여행을 선택했습니다.,That's why I chose this trip.
"앞으로의 활동이 더 기대되는 배우, 데인 드한이었습니다.","This is Daniel Dehan, the actor who is expected to be a more promising actor in the future."
나는 나름대로 열심히 하고 있다고 생각합니다.,I think I'm doing my best.
요트는 한국에 어떻게 들어오게 되었나요?,How did the yacht come into Korea?
나이팅게일 어릴 때부터 누군가를 간호하고 아픈 곳을 치료해주는 것을 좋아했어요.,They loved to nurse and treat people when they were sick since they were young.
MTB 경기와 같은 날 볼 수 있는 요트 경기가 있나요?,Do you have a yacht match on the same day as the MTB match?
저는 덕업일치를 이루었어요.,I achieved the end of the line.
"1968년 이후, 에어컨은 한국에서 처음 생산되었고 지금도 사용되고 있습니다.","After 1968, air conditioners were first produced in Korea and are still being used."
아이들에게 항상 많은 애정과 관심을 주세요.,Always give a lot of affection and attention to children.
사이즈를 지금 다시 물으면 대체 언제 샘플 만들고 제품을 받나요?,"If I ask you the size again, when do I get to make a sample and receive the product?"
세금 때문에 등골이 휜다고요.,It's because of the tax.
"먼저 VR 성공 사례를 살펴보면 탑샵, 볼보, 메리어트의 성공 사례가 있습니다.","Firstly, if we look at the success stories of VR, there is a success case of Topshop, Bolbo, and Marriott."
